Ticket id,Interaction id,Interaction date,Mailbox,x_ts,x_ic,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4
23008,64432,44805.66042,support.eu@Company.com,dismissal,for your kind patience as we carefully gathered more information for your inquiry hope this email finds you well our team has confirmed that they issued the refund for transaction made on for sek on the company id associated the account has gb gb and subscribed on please allow up to working days for the amount to reach back to your account after we refunded the transaction the cloud subscription will automatically cancel so you will not be further charged in accordance with the eu law and the cloud user agreement which is accepted by users before buying the subscription customers are not entitled to refund if their refund request is made after more than days for your understanding and kind cooperation for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in to den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23001,64347,44805.57222,support.eu@Company.com,issue,want to terminate this contract immediately,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23001,64351,44805.58333,support.de@Company.com,cancellation of subscription,if you are entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23000,64339,44805.56111,support.eu@Company.com,cancel next payments,m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23000,64345,44805.56944,support.eu@Company.com,cancel next payments,we hope you re doing well this email is regarding your concern about cancelling your subscription without access to your company device ll be more than happy to assist you further in order to proceed further would you please send us the following details you company id phone number include country code email address proof of last associated transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal a screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se after that we will contact our internal team and get back to you as soon as possible also please note that if you don have company phone anymore you can manage all your subscriptions on our online portal following these steps go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site so you will be able to see the payment and purchases window for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to cancel next payments m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment eriksson mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22993,64313,44805.52222,support.eu@Company.com,company support issue submit,product cloud requests view change or cancel subscription contact full name dirk kuhlmann phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
22993,64324,44805.5375,support.de@Company.com,required account,you can find these invoices quickly if you go to settings account center payments and purchases email click on the corresponding order and then on rechness anfordern fill out all the required fields confirm the information entered and click on in the upper right corner to submit your request you can find these invoices quickly if you go to settings account center payments and purchases email click on the corresponding order and then on rechness anfordern fill out all the required fields confirm the information entered and click on in the upper right corner to submit your request you will be able to submit invoice you will be able to submit invoice you will be able to submit invoice you will be able to submit,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
22991,64306,44805.51458,support.eu@Company.com,unknown payment,could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details
22991,64314,44805.52431,support.eu@Company.com,unknown payment,we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in to unknown payment could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22991,64506,44805.78889,support.eu@Company.com,unknown payment,just wanted to make sure it wasn a scam don remember signing up for this but if it for more storage then it very possible did kind regards lord wrote we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in to unknown payment could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22991,64511,44805.79306,support.eu@Company.com,,for clarifying your request if there is anything else that we can assist you with please feel free to contact us again sincerely madalin se is the provider of company mobile services to company and honor device owners in to unknown payment just wanted to make sure it wasn a scam don remember signing up for this but if it for more storage then it very possible did kind regards lord on thu wrote we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in to unknown payment could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22990,64301,44805.50694,support.eu@Company.com,withdrawal,ladies and gentlemen would like to terminate as soon as possible transaction numbe x last invoice numbe f i ask for confirmation,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22990,64305,44805.51319,support.de@Company.com,abo dismissal,if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this you will be able to find the following steps if you are interested in this,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22985,64340,44805.56319,support.it@Company.com,,in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime in the meantime,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control
22981,64254,44805.44236,support.eu@Company.com,,how do cancel this transaction as no longer have this phone as it has broken and m paying every month fir no reason get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22981,64267,44805.45694,support.eu@Company.com,,we hope you re doing well this email is regarding your concern about cancelling your subscription due to privacy concerns we do not have the necessary permission to cancel subscriptions on behalf of our users but will do my absolute best to assist you with your inquiry by providing you the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate please follow the next guideline to solve your issue from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been cancelled successfully once cancelled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely ram se is the provider of company mobile services to company and honor device owners in to how do cancel this transaction as no longer have this phone as it has broken and m paying every month fir no reason get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22979,64248,44805.43194,support.eu@Company.com,,ladies ladies don have my huawai phone anymore so tried to log in with my new phone into the account as described by you but it didn work stopped the payment via paypal so that it can no longer be booked by paypal because don have any other way to cancel the subscription with you if there another solution to this problem would be grateful since get from my new phone it a samsung galaxy not to access the huawai account want that subscription to be canceled with you with friendly greetings,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Problem/Fault,Payment issue,Risk Control
22979,64251,44805.43958,support.de@Company.com,cancellation of subscription,hope this mail refers to your concerns to cancel the subscription no worry understand your concerns very well and will do my best to offer you the best possible solution so that our internal team has another to help you have the following information from you have the following information from you have the following information from you have the following information from you have the following information from you have the following information from you have the following information from you have the following information from you have the following information from you have the following information from you,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22960,64196,44805.37222,support.eu@Company.com,issue,would like to terminate these payments because changed the phone,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22960,64207,44805.38472,support.eu@Company.com,cancel subscription,would be more than happy to assist you with your inquiry based on our understanding your issue related to canceling subscription from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts for your understanding sincerely alexandra se is the provider of company mobile services to company and honor device owners in to chcia bym zako czy te atno ci poniewa zmieni em telefon,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22955,64179,44805.35486,support.eu@Company.com,issue,want to cancel my subscription by how should do that mvgr,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22955,64282,44805.47917,support.eu@Company.com,,we hope you re doing well this email is regarding your concern about cancelling your subscription due to privacy concerns we do not have the necessary permission to cancel subscriptions on behalf of our users but will do my absolute best to assist you with your inquiry by providing you the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate please follow the next guideline to solve your issue from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been cancelled successfully once cancelled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely ram se is the provider of company mobile services to company and honor device owners in to ik wil mijn abonnement opzeggen per oktober hoe moet dat mvgr amorison,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22952,64170,44805.34861,support.eu@Company.com,issue,would like to terminate my subscription because am not at the origin of this heartfully mrs pons sent from my phone orange,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22952,64181,44805.35694,support.eu@Company.com,,the first time you have access to the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website of the website,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22942,64146,44805.19514,support.eu@Company.com,withdrawal,with this announce my subscription to you for the next possible date this message was sent by my android mobile phone with gmx mail,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22942,64156,44805.33472,support.de@Company.com,abo dismissal,this email address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address address,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22932,64165,44805.36528,support.eu@Company.com,company support issue submit,we hope you re doing well this email is regarding your concern about the unknown charges the charges you received are likely to be related to company service or subscription you have signed up for due to privacy concerns we do not have the necessary permission to cancel subscriptions or delete accounts on behalf of our users but will do my absolute best to assist you with your inquiry by providing you the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely claudiu se is the provider of company mobile services to company and honor device owners in to support issue submit product health requests other requests contact full name hendry phone numbe contact email address sum of the issue money being taken from my account home news events products partners support copyright se,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22929,64173,44805.35139,support.eu@Company.com,,would be more than happy to assist you with your inquiry based on our understanding your issue is related to subscription that you no longer need and you would like to cancel and you are also asking who is se is the provider of company mobile services to company and honor device owners in presently our services regard queries related to your company id account or mobile services applications available on your company device to cancel your subscription please follow one of the methods below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account starting from the next month if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with the invoice number available if the payment was made with your phone the phone number get charged and screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts for your understanding sincerely stela se is the provider of company mobile services to company and honor device owners in to in deze tijden van recessie moet ik als pensionista mijn uitgaven beter controleren en kom ik uitgaven tegen die wij in het verleden hebben afgesloten en waarvan ik niet weet waar het contract voor dienden ook dit contract graag zou ik willen weten waar voor staat en mocht het mij niet meer interesseren welke stappen ik moet ondernemen om dit contract op te zeggen,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22927,64166,44805.34653,support.eu@Company.com,cancel,we hope you re doing well we are happy that you manage to cancel the subscription we will ask you more information for the refund because with the information that you provided we cant proceed with the refund please provide us the following information your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely ram se is the provider of company mobile services to company and honor device owners in to cancel so much for your quick reply have cancelled the subscription now refund details could you please refund monies taken from my paypal account sent from my company phone we hope you re doing well this email is regarding your concern about cancelling your subscription and receiving the refund due to privacy concerns we do not have the necessary permission to cancel subscriptions on behalf of our users but will do my absolute best to assist you with your inquiry by providing you the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate please follow the next guideline to solve your issue from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been cancelled successfully once cancelled no deduction will be made from your account from the following month onward regarding the refund please provide us the following information your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely ram se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22923,64294,44805.49722,support.it@Company.com,company support issue submit,for example if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22901,64187,44805.36181,support.de@Company.com,cancelled by,if you are interested in this you will be interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested in this if you are interested,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22901,64223,44805.40347,support.de@Company.com,cancelled by,if you are interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22819,64233,44805.41944,support.eu@Company.com,can the order.,for your patience after an investigation we have found that the purchase was made for cloud subscription active on account linked to we suggest you login using your phone numbe go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to can el order for your email have been able to follow your instructions to subscriptions password free payments but there is no remove button nothing comes on the screen to click on please advise further kind regards welsh get outlook for android from sent am to subject can el order we truly apologize for any misunderstanding in our previous interactions regarding your request to cancel an order subscription will gladly walk you through the process on how to cancel any payment subscription on your account since we do not have the necessary permission to cancel on behalf of our users go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window if you have any further issues cancelling it or any other questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to can el order regarding my recent enquiry about cancelling my order don know how to get sky tone am not familiar with this would appreciate more support in this matter kind regards welsh get outlook for android from sent am to subject can el order we hope you re doing well this email is regarding your concern about canceling your order worry will do my best to solve your problem you can cancel an order that has not been activated or expired by going to skytone me order available touch the order you want to cancel and touch cancel order the payment amount will be refunded you can cancel an order that has been activated or expired if you don succeed please come back with an email and will transfer your case to our internal team we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely silvia se is the provider of company mobile services to company and honor device owners in to can el order would like to cancel the order above please can you let me know what need to do kind regards welsh get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
